col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,eng0,eng1,eng2,eng3,eng4,eng5,eng6,eng7,eng8,eng9,eng10,eng11,eng12,eng13,eng14,eng15,eng16,eng17,eng18,eng19,eng20,eng21,eng22,eng23,eng24,eng25,eng26,eng27,eng28,eng29,cog0,cog1,cog2,cog3,cog4,cog5,cog6,cog7,cog8,cog9,cog10,cog11,cog12,cog13,cog14,cog15,cog16,cog17,cog18,cog19,cog20,cog21,cog22,cog23,cog24,cog25,cog26,cog27,cog28,cog29,fak0,fak1,fak2,fak3,fak4,fak5,fak6,fak7,fak8,fak9,fak10,fak11,fak12,fak13,fak14,fak15,fak16,fak17,fak18,fak19,fak20,fak21,fak22,fak23,fak24,fak25,fak26,fak27,fak28,fak29,gen0,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,y
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,2,2,2,1,2,2,4,3,1,1,4,3,2,2,2,2,2,2,2,2,4,2,4,3,4,2,4,2,1,1,3,2,1,3,2,1,1,2,1,3,4,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,17
3,4,4,4,4,4,4,2,4,2,4,4,3,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,4,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,3,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,3,4,1,4,4,4,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,26
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,2,3,1,1,1,1,2,1,2,1,1,4,4,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,2,1,1,1,2,2,2,3,3,1,4,2,3,1,2,4,3,4,3,3,1,4,3,1,2,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,2,2,2,1,2,1,2,1,2,3,1,2,1,3,1,23
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,3,2,2,3,2,1,1,3,3,3,1,1,2,1,1,1,3,2,1,1,3,1,1,3,2,2,2,2,2,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,3,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,13
4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,2,4,2,2,2,3,3,1,2,2,1,4,2,3,4,4,3,2,2,1,4,3,1,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,21
1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,2,2,1,1,3,1,2,1,1,3,1,4,2,1,1,1,1,1,2,3,4,4,3,4,1,1,3,1,1,1,1,3,4,2,3,2,1,4,2,1,3,1,3,2,3,3,1,3,2,3,1,3,4,2,2,1,1,4,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,10
4,3,3,3,2,2,3,4,3,3,3,1,2,4,4,3,2,2,1,1,3,1,2,1,3,3,2,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,1,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,4,4,2,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,1,13
3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,2,4,2,4,2,1,1,1,1,4,1,3,1,4,3,1,3,1,4,1,2,2,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,1,4,4,4,4,3,3,4,3,4,4,2,7
2,4,3,2,4,4,2,2,4,3,3,1,3,4,4,3,3,1,3,4,4,3,4,2,3,2,3,2,2,4,3,1,2,1,1,1,4,1,3,1,2,1,4,1,1,3,3,1,1,1,1,4,2,2,3,3,1,1,2,2,3,1,3,1,4,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,2,3,1,1,1,3,1,2,3,2,1,2,3,2,2,1,3,2,3,3,2,3,2,1,3,3,4,4,1,3,4,4,1,3,3,3,3,4,2,1,3,4,1,2,2,3,1,2,3,1,3,1,2,2,4,2,1,2,1,4,3,1,1,2,3,2,2,2,3,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,1,1,1,1,1,1,1,3,3,1,1,2,1,1,2,1,3,3,2,4,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,2,1,2,1,3,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,1,2,1,4,1,3,1,4,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,13
4,3,3,2,4,1,3,3,1,3,4,3,4,3,3,3,2,3,3,3,3,3,3,1,3,2,1,1,2,3,1,1,2,1,1,4,1,2,1,1,2,1,1,2,3,1,4,2,1,1,3,2,1,2,1,1,1,2,1,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,3,2,2,1,2,1,1,3,1,1,3,1,1,2,1,1,19
2,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,1,2,1,2,1,4,1,1,1,4,1,1,1,1,2,1,2,2,3,1,3,2,1,3,1,3,1,2,2,4,4,3,3,1,2,2,4,4,3,3,1,4,1,2,4,3,4,3,1,3,4,2,3,3,2,2,4,3,3,4,4,4,4,4,4,4,1,4,4,2,4,4,3,4,3,4,4,2,3,2,4,3,4,3,4,4,3,14
1,2,3,2,3,1,2,2,3,1,1,2,3,4,2,3,1,1,1,2,2,1,2,3,1,3,4,1,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7
2,2,1,1,1,4,1,4,2,1,1,1,1,4,3,3,3,4,3,2,1,4,1,3,2,2,2,4,3,2,4,4,4,3,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,3,4,3,2,4,4,3,4,3,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,3,3,4,2,2,2,2,3,3,2,1,2,2,1,2,3,4,2,1,3,1,2,2,1,4,3,3,2,1,2,2,3,4,3,4,2,4,3,1,1,3,1,4,1,2,2,2,2,4,2,2,1,4,1,1,2,2,1,2,2,1,1,2,21
1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,4,4,4,2,4,4,3,4,3,4,4,4,3,3,4,3,1,4,2,2,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,3,3,1,4,4,4,2,4,4,4,4,3,3,2,4,2,3,4,3,4,3,4,4,2,1,4,24
3,1,1,3,2,3,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,3,4,4,3,2,3,4,3,4,4,4,3,3,4,4,4,4,3,3,3,3,4,3,3,4,4,3,2,3,1,1,3,3,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,3,1,1,2,1,3,2,1,4,4,4,4,3,3,4,4,3,4,3,3,2,4,4,1,4,3,4,4,3,3,3,4,4,3,4,2,4,2,21
3,1,1,1,1,1,2,1,1,1,2,3,2,3,1,1,1,1,3,1,1,1,2,2,2,3,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
3,4,2,1,3,3,3,2,4,2,1,2,3,2,1,1,1,1,2,4,1,2,1,3,3,1,2,1,3,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,3,2,4,4,4,4,4,4,3,2,2,4,4,3,4,4,3,4,4,3,4,2,3,1,4,1,15
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,4,3,3,4,4,1,4,1,4,4,2,2,2,2,3,3,2,4,4,2,3,3,4,2,1,1,1,1,4,1,1,1,3,2,1,4,1,1,2,1,1,3,1,2,1,1,2,1,2,1,1,3,2,2,1,23
2,4,1,1,2,1,1,1,1,1,1,3,1,4,2,1,1,2,2,4,3,2,2,2,2,2,1,1,4,2,3,2,2,3,2,3,4,2,1,3,1,1,3,1,1,1,2,1,4,2,2,4,3,3,3,1,2,1,2,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,4,3,4,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,3,2,2,4,4,1,1,2,3,1,3,1,1,3,1,1,3,1,1,2,3,2,3,1,1,2,2,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,3,3,4,18
4,3,4,4,4,4,3,2,3,4,2,4,3,2,4,1,3,2,2,1,4,4,1,3,3,4,4,3,4,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,3,3,3,4,1,3,4,2,1,3,3,2,2,4,3,4,4,4,3,1,3,4,3,1,3,4,23
2,1,3,2,3,4,2,4,1,3,4,3,2,3,4,4,3,3,3,3,3,2,3,1,4,3,3,4,3,4,4,2,3,3,3,1,2,2,3,1,1,1,1,3,2,3,1,1,1,3,3,1,3,1,3,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3,1,1,1,2,1,1,1,1,1,2,2,2,2,3,1,1,2,3,1,3,1,2,1,1,2,4,2,1,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,2,1,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,4,2,4,3,4,4,2,4,4,4,3,4,4,3,4,4,4,4,3,4,4,2,4,4,4,4,3,1,1,2,2,3,3,2,1,1,2,1,1,2,2,4,1,2,2,2,2,2,2,1,3,3,2,3,2,1,4,2,1,3,2,3,4,3,4,3,4,4,3,3,3,3,1,4,1,4,4,3,3,4,1,3,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
3,3,4,1,4,1,3,1,2,2,2,2,1,3,2,3,3,1,4,2,2,1,3,4,4,1,1,4,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,3,3,3,1,3,2,2,1,2,3,1,1,2,3,1,4,2,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,4,2,4,1,4,1,4,3,4,3,4,3,3,4,4,3,1,3,1,4,4,2,3,4,2,2,16
1,1,1,3,1,2,1,3,2,2,2,1,1,1,3,1,1,3,2,1,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,3,4,3,4,3,2,4,1,4,3,3,2,2,3,2,3,4,3,3,4,4,1,3,3,4,4,2,4,3,2,4,4,4,4,2,4,3,4,2,3,4,3,4,4,3,4,4,4,4,2,4,3,4,4,4,2,4,4,4,4,4,4,3,3,3,4,4,3,2,4,3,2,4,3,4,3,3,3,4,3,2,4,3,1,3,4,1,4,4,27
4,3,3,2,3,1,1,1,1,2,3,1,4,1,2,4,4,3,1,1,2,3,1,2,4,2,3,4,4,4,1,2,1,1,2,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,28
1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,3,2,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,3,4,2,3,3,3,4,3,3,4,4,3,4,3,3,3,4,4,3,3,4,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,23
2,4,1,3,4,3,2,1,2,4,2,4,2,2,1,2,3,1,2,3,4,1,3,4,3,2,1,2,1,3,4,2,2,3,2,2,1,4,1,2,2,2,2,1,1,1,1,1,3,2,1,3,3,2,1,4,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,4,3,1,4,1,1,1,1,1,1,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,4,3,1,4,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,3,3,2,4,3,2,1,1,2,2,2,2,3,3,2,3,1,2,1,1,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,1,3,3,2,1,1,3,4,2,1,2,3,4,1,2,1,1,1,1,1,3,1,2,3,1,1,2,1,2,1,4,4,2,4,2,1,1,2,4,4,3,4,3,3,2,2,2,4,1,4,2,3,2,3,1,3,4,3,3,1,2,3,4,4,3,2,2,4,3,3,4,4,3,4,4,4,4,4,3,3,4,4,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,23
4,4,4,2,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,2,3,4,4,4,3,4,1,2,2,2,1,4,4,2,3,2,4,1,4,4,4,1,4,4,1,2,1,1,4,4,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,2,3,1,2,4,1,3,3,3,2,2,3,1,3,3,1,3,3,4,2,1,4,3,1,4,13
4,4,4,4,2,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,1,1,4,3,2,2,4,2,4,4,3,1,3,3,2,4,1,2,4,4,3,4,3,4,1,1,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,2,4,1,1,1,3,2,2,2,1,3,1,3,4,1,4,1,3,1,3,4,4,1,4,3,2,3,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,3,1,3,3,4,4,4,4,1,3,3,3,4,1,3,4,3,3,3,3,4,4,3,4,4,4,4,3,1,1,4,2,2,4,3,2,1,2,1,1,2,1,1,2,4,2,2,2,3,1,2,1,1,1,3,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
4,2,3,4,2,4,2,1,2,2,3,1,2,4,3,4,4,3,4,4,4,3,1,2,2,2,4,4,3,3,2,2,3,4,3,2,3,3,2,2,2,2,4,1,4,3,4,3,3,3,3,3,3,3,3,3,1,3,2,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,3,1,3,3,1,3,4,2,3,4,1,4,1,2,3,4,4,2,3,4,1,2,4,1,2,4,25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,1,4,4,4,2,3,4,2,3,3,4,1,1,2,3,3,1,4,2,2,2,2,3,4,3,4,4,3,4,3,4,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,2,4,3,4,2,4,4,4,3,2,4,2,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,2,4,4,4,4,3,2,4,2,3,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,2,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,1,4,4,2,1,2,3,1,2,1,1,3,4,2,4,4,4,4,3,3,3,4,2,2,1,2,1,2,2,4,1,3,2,4,3,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,1,2,1,4,2,1,3,2,1,2,1,2,2,2,1,1,1,2,4,1,2,1,4,1,1,2,1,1,1,25
3,4,4,4,3,4,4,2,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,10
2,2,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,4,1,3,4,2,4,4,4,4,3,1,1,1,1,4,2,4,1,2,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,7
4,4,3,2,3,4,4,2,3,4,4,3,4,3,3,2,4,4,2,4,4,3,1,3,4,4,2,4,3,4,4,1,2,1,2,4,2,3,4,4,2,3,4,4,2,2,1,1,4,1,4,3,4,3,3,2,2,4,2,4,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,2,1,1,2,2,1,1,1,1,1,1,4,2,1,2,1,2,3,2,1,2,3,1,2,1,2,4,3,23
3,4,4,2,4,4,3,4,3,4,1,3,4,4,3,2,2,3,3,3,2,3,4,4,3,4,2,2,3,1,3,1,2,2,3,1,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,2,4,4,3,4,4,3,4,3,4,2,3,2,4,2,2,4,4,2,4,4,4,1,4,1,1,1,1,1,1,2,3,1,1,3,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,22
3,1,2,1,2,1,1,2,1,1,2,4,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,4,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,1,2,1,2,2,3,1,2,3,2,2,1,3,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
1,1,1,1,3,1,2,1,2,1,2,1,2,1,3,1,1,2,2,3,1,2,4,1,1,3,1,1,1,1,3,1,1,4,4,4,1,1,3,2,4,3,2,2,3,3,3,2,1,1,4,1,4,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,4,3,3,2,4,2,3,3,1,1,2,4,4,3,4,3,4,4,1,3,3,3,4,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,2,1,1,2,21
2,1,2,3,2,2,3,3,3,2,2,4,3,1,2,2,4,1,4,1,4,2,2,1,2,1,4,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,2,4,4,4,4,4,4,3,1,3,4,4,4,4,2,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,16
